Country,Code,Year,LifeExpectancy_LR,AirPollution,AlcoholConsumption,TempAnnualMean,Temp5YrSmooth,Adult Mortality_LR,infant deaths_LR,Alcohol_LR,percentage expenditure_LR,Hepatitis B_LR,Measles_LR,BMI_LR,under-five deaths_LR,Polio_LR,Total expenditure_LR,Diphtheria_LR,HIV/AIDS_LR,GDP_LR,Population_LR,thinness  1-19 years_LR,thinness 5-9 years_LR,Income composition of resources_LR,Schooling_LR,Mortality Rate under 5,TB_Cases_per_100k,Mean years of schooling,Share of Population Using Clean Cooking Fuels (%),Infant Mortality Rate – Total (per 100 births),Population Using Safe Water (%),Sterberate Alkohol,Sterberate Drogen,Primary energy consumption
Japan,JPN,2000,81.1788,13.1620736916056,7.66,11.75,11.72,74.0,4.0,7.97,5926.296654,83.86914997675701,22497.0,22.2,5.0,98.0,7.53,85.0,0.1,38532.488,126843.0,1.6,1.4,0.852,14.5,4.5,36.0,11.77,100.0,0.32811147,97.85424,0.4161544355782131,0.6515210853868901,6253.323
Jordan,JOR,2000,71.9258,24.2289680813746,0.49,18.94,19.5,133.0,4.0,0.49,227.296617,93.0,32.0,54.0,4.0,94.0,9.65,91.0,0.1,1657.889256,51313.0,4.0,4.0,0.7,12.6,25.8,7.5,8.72,99.6,2.258422,53.49447,0.0501829665279235,0.2001331547272901,66.33986
Kazakhstan,KAZ,2000,63.793,16.6954213743656,6.64,7.17,7.21,292.0,9.0,6.0,112.541157,99.0,245.0,43.9,10.0,96.0,4.16,97.0,0.1,1229.958,14883626.0,2.7,2.7,0.676,12.1,42.5,171.0,7.790555555555557,84.8,3.659062,63.102085,15.833780202387816,18.465706120337064,369.74738
Kenya,KEN,2000,56.0836,21.1420927289239,2.16,24.91,25.06,428.0,77.0,1.51,0.681685555,83.86914997675701,21002.0,14.4,121.0,8.0,4.68,82.0,18.1,43.9797132,3145483.0,9.2,9.1,0.448,8.4,96.3,451.0,5.91,1.8,5.819067,64.71782099599137,0.7269571505103325,0.9519702382216442,45.629185
Kiribati,KIR,2000,64.6739,12.1855676905766,1.47,27.72,27.75,222.0,0.0,0.46,11.07543331,9.0,0.0,67.9,0.0,9.0,8.12,9.0,0.1,796.7937634,8446.0,0.2,0.2,0.0,10.0,66.4,373.0,8.577655464699909,1.0,5.0564,10.169143,0.3998702221543396,3.5681409237035724,0.14542937
Kuwait,KWT,2000,75.8728,59.028420443273,0.0,26.29,26.4,96.0,0.0,0.01,959.925862,95.0,6.0,64.0,1.0,94.0,2.51,98.0,0.1,18389.38433,13456563.520530397,3.2,3.1,0.786,14.1,12.7,30.0,6.12,100.0,1.0956948,100.0,0.2525800983243551,1.1381785554860957,211.94313
Kyrgyzstan,KGZ,2000,65.2419,23.0380260652668,5.53,2.82,2.78,225.0,4.0,2.13,0.0,44.0,16.0,35.6,5.0,99.0,4.68,99.0,0.1,8307.809811306384,13456563.520530397,3.6,3.6,0.586,11.4,50.8,145.0,7.790555555555557,53.9,4.2011857,45.659782,8.53537277924432,9.602634391178473,69.96627
Laos,LAO,2000,58.3168,28.820009114765,8.18,19.46412393162393,19.46826617826618,278.0,14.0,5.16,0.0,83.86914997675701,332.0,12.3,20.0,57.0,3.41,51.0,0.1,8307.809811306384,13456563.520530397,1.5,1.5,0.459,8.0,107.5,330.0,7.790555555555557,1.3,7.6223526,4.877543,0.7012694318284222,0.8173305081891806,11.332878
Latvia,LVA,2000,70.1755,22.4970757971078,8.9,7.54,6.75,218.0,0.0,7.13,291.0170765,95.0,0.0,55.4,0.0,96.0,6.0,96.0,0.1,3352.731296,236755.0,2.8,2.8,0.716,13.7,14.2,95.0,7.790555555555557,100.0,1.1476555,92.38445,18.341354776172807,20.904947596625554,37.75418
Lebanon,LBN,2000,73.8949,17.9829558305759,2.28,15.04,15.49,112.0,1.0,2.26,404.3879434,83.0,5.0,57.9,1.0,83.0,1.86,83.0,0.1,5334.93329,3235366.0,4.9,4.8,0.0,14.9,19.9,15.0,8.577655464699909,63.38644140290847,1.6951778,43.4791,0.0923452508001128,0.4860399073998662,60.606056
Lesotho,LSO,2000,48.7828,24.5043099431081,3.76,11.6,12.04,543.0,5.0,3.1,29.86616464,83.86914997675701,660.0,24.9,7.0,82.0,6.92,83.0,29.8,474.8197876,1868699.0,11.5,11.6,0.445,9.6,109.4,827.0,6.37,16.1,7.085524,8.852616,1.129978026685032,1.4596181745381354,2.4693427
Liberia,LBR,2000,51.8517,40.1117652111733,4.5,25.25,25.4,39.0,14.0,4.46,12.19709744,83.86914997675701,5977.0,2.2,20.0,56.0,5.91,46.0,3.1,183.4149991,2884522.0,9.2,9.2,0.338,8.7,192.4,240.0,3.6,0.6,12.772866,64.71782099599137,0.8273816363296452,0.8469053120566874,1.8909329
Libya,LBY,2000,70.5421,35.9654901658373,0.007,22.48,22.95,148.0,3.0,0.01,457.3202236,92.0,0.0,52.8,3.0,94.0,3.41,94.0,0.1,7145.628494,13456563.520530397,5.7,5.5,0.727,15.5,28.1,40.0,7.04,63.38644140290847,2.4115179,64.71782099599137,0.1317883253174364,1.5381543321036926,212.94627
Lithuania,LTU,2000,72.1387,18.083013444041,11.5,19.46412393162393,19.46826617826618,2.0,0.0,9.87,373.2605532,98.0,19.0,56.9,0.0,92.0,6.46,94.0,0.1,3297.35471,3499536.0,3.4,3.4,0.745,14.0,10.7,85.0,7.790555555555557,100.0,0.8563468,68.38195,14.318086454055118,16.68694638662618,78.49861
Luxembourg,LUX,2000,77.2635,14.2553412411783,13.65,10.36,9.98,98.0,0.0,13.14,8246.130437,77.0,0.0,54.0,0.0,99.0,7.48,99.0,0.1,48735.99549,4363.0,1.0,1.0,0.848,13.5,4.7,12.0,9.92,100.0,0.3771883,99.831566,4.996442198304347,8.18144569209071,37.2042
Madagascar,MDG,2000,57.9742,11.9155371328738,1.46,22.52,22.54,283.0,44.0,1.16,35.66125056,83.86914997675701,35256.0,13.9,68.0,58.0,5.8,57.0,0.6,245.939659,1576686.0,8.7,8.6,0.0,8.0,105.0,293.0,8.577655464699909,1.2,6.7242975,6.934228,0.9537001389212862,1.410020844143871,9.587165
Malawi,MWI,2000,46.1698,23.0191141072171,3.0,22.29,22.49,588.0,51.0,1.18,13.76270195,83.86914997675701,304.0,14.1,84.0,73.0,6.7,75.0,25.5,153.2594872,11376172.0,8.0,7.9,0.391,10.7,173.3,386.0,3.73,2.1,9.963395,6.930723,1.276365297597475,1.753518557756525,6.8078427
Malaysia,MYS,2000,72.7324,23.5136706210687,0.62,26.29,26.44,149.0,4.0,0.54,23.37167228,97.0,6187.0,26.0,5.0,98.0,3.4,98.0,0.1,445.17471,2318568.0,9.8,9.6,0.715,11.6,10.0,75.0,9.49,98.0,0.87029237,92.5773,0.4405662008474374,0.5880473678613745,611.2572
Maldives,MDV,2000,70.8919,16.8060479800766,1.75,27.94,28.12,139.0,0.0,1.83,300.1621026,96.0,20.0,15.2,0.0,98.0,8.0,98.0,0.1,2182.99711,286.0,14.8,14.8,0.577,11.3,39.0,59.0,7.790555555555557,48.2,3.1788807,64.71782099599137,0.1076414578627712,0.2473122368576588,2.8618531
Mali,MLI,2000,50.6046,65.0230304328187,0.82,29.07,29.24,37.0,60.0,0.47,23.94507124,83.86914997675701,1578.0,15.6,111.0,53.0,6.29,43.0,2.5,269.3483829,196769.0,11.0,1.9,0.291,4.4,187.6,77.0,1.3,0.8,10.162535,64.71782099599137,0.6750544911965066,0.6907562930834609,4.402962
Malta,MLT,2000,77.9031,17.5416711633875,5.7,19.5,19.66,8.0,0.0,5.59,134.3547253,83.86914997675701,2.0,62.3,0.0,94.0,6.83,94.0,0.1,1139.5651,3987.0,0.8,0.7,0.779,13.8,7.6,4.6,10.43,100.0,0.6691588,100.0,0.5023715766849525,1.7183790680797186,18.514675
Mauritania,MRT,2000,61.0435,85.1001098665338,0.0,28.6,28.87,23.0,7.0,0.03,8.594570232,83.86914997675701,0.0,21.1,11.0,58.0,5.26,51.0,1.1,477.476124,279359.0,1.9,1.7,0.443,6.4,98.2,250.0,7.790555555555557,29.4,6.2477636,64.71782099599137,0.581964546224756,0.6031585398493102,5.046055
Mauritius,MUS,2000,71.7597,9.31039577146635,8.01,22.76,23.05,177.0,0.0,4.6,336.3213326,88.0,0.0,25.3,0.0,88.0,3.78,88.0,0.1,3861.32414,1186873.0,8.1,8.1,0.667,12.1,18.9,17.0,7.07,93.2,1.6530529,64.71782099599137,5.778870587511933,6.923042946240867,16.069244
Mexico,MEX,2000,72.5621,30.8563115445805,6.16,21.17,21.11,129.0,55.0,4.99,10.22840118,97.0,30.0,52.4,66.0,97.0,4.98,97.0,0.1,672.92113,11719673.0,2.0,1.9,0.694,11.4,28.1,23.0,7.96,82.6,2.3595903,39.592655,4.400193764444672,4.860206858508052,1693.2756
Moldova,MDA,2000,67.4623,28.7598551759854,10.36,11.18,10.57,235.0,1.0,9.89,0.0,92.0,687.0,46.5,2.0,97.0,6.65,95.0,0.1,8307.809811306384,13456563.520530397,3.6,3.7,0.6598513368983958,12.4773440285205,31.3,80.0,7.790555555555557,64.4,2.6131728,40.353283,8.01197222960107,8.985433848575848,32.95022
Mongolia,MNG,2000,63.4577,21.3981446125931,2.83,0.52,1.02,274.0,2.0,2.79,56.431387,93.0,925.0,38.5,3.0,94.0,4.92,94.0,0.1,474.2133361,2397436.0,2.6,2.6,0.582,8.9,62.9,428.0,7.790555555555557,22.6,4.840513,18.255875,9.539178390235904,9.842419423234007,43.361916
Montenegro,MNE,2000,73.5522,25.7719292711536,5.4378089983022075,10.39,9.78,144.0,0.0,0.01,274.5472605,83.86914997675701,0.0,51.9,0.0,83.95762416646669,7.32,84.4113716092838,0.1,1627.42893,6495.0,2.6,2.7,0.0,0.0,14.2,137.50734682405846,8.577655464699909,66.4,1.2617558,64.71782099599137,1.5577396947706277,1.7784902523476995,789.5606108685627
Morocco,MAR,2000,66.7937,26.2794045322845,0.46,19.46412393162393,19.46826617826618,16.0,27.0,0.45,63.42140024,43.0,7368.0,44.8,32.0,95.0,4.18,95.0,0.1,1332.382358,28849621.0,6.7,6.6,0.519,8.0,52.2,115.0,4.09,90.2,4.395727,41.516567,0.1452571715049189,1.329368816386676,117.46338
Mozambique,MOZ,2000,49.4762,20.2554422733172,1.09,23.91,24.16,43.0,93.0,1.14,47.17250718,83.86914997675701,7375.0,16.5,136.0,69.0,6.16,7.0,12.2,277.6486591,1867687.0,4.2,4.1,0.291,5.4,163.0,336.0,1.13,2.2,11.285666,64.71782099599137,1.3190557405526346,1.5155611915164322,29.258709
Myanmar,MMR,2000,60.3567,39.5272329221873,0.37,23.46,23.76,243.0,73.0,0.35,2.511437292,83.86914997675701,845.0,13.6,100.0,88.0,1.84,82.0,0.4,193.187484,4695462.0,13.3,13.7,0.417,7.5,89.5,555.0,8.577655464699909,2.0,6.504533,27.514257,10.112650393458646,10.25996844600341,48.04907
Namibia,NAM,2000,52.9462,20.4358745389602,4.65,19.46412393162393,19.46826617826618,41.0,3.0,5.73,35.80978512,83.86914997675701,469.0,24.5,4.0,8.0,6.11,79.0,22.8,257.99557,1899257.0,15.7,15.9,0.559,11.5,77.9,985.0,7.790555555555557,34.1,4.5299835,64.71782099599137,1.062672302358573,1.418556940962643,12.682486
Nepal,NPL,2000,62.6424,57.9103771850316,0.2,13.99,14.11,238.0,46.0,0.08,17.9123368,83.86914997675701,9397.0,11.4,62.0,74.0,5.43,74.0,0.1,231.42554,2374911.0,18.5,19.2,0.439,8.9,79.2,417.0,3.13,5.5,5.853322,26.741066,0.3826261542158979,0.6503785721690172,14.71252
Netherlands,NLD,2000,78.13,19.1568334196667,11.14,10.85,10.49,84.0,1.0,10.06,2944.640134,83.86914997675701,1019.0,51.8,1.0,97.0,7.42,97.0,0.1,25921.12794,15925513.0,1.1,1.1,0.873,16.5,6.2,9.0,11.14,100.0,0.51304626,99.99387,2.0974810835954973,2.948293509071839,1006.81946
New Zealand,NZL,2000,78.6681,6.92139404317208,9.77,10.53,10.66,87.0,0.0,8.91,2143.021083,9.0,65.0,58.9,0.0,82.0,7.47,9.0,0.1,13641.1272,13456563.520530397,0.3,0.3,0.864,17.2,7.4,10.0,11.98,100.0,0.60918677,84.39357,0.868286677774905,1.9753606577816103,229.55722
Nicaragua,NIC,2000,66.3601,25.4133416442397,3.93,25.48,25.76,192.0,4.0,3.61,15.25518816,83.0,0.0,42.8,5.0,85.0,5.39,83.0,0.4,116.2743,526796.0,2.2,2.1,0.562,10.1,38.2,59.0,5.7,33.8,3.120251,47.849022,4.468899490566594,4.650374668964088,16.296354
Niger,NER,2000,49.1725,86.4658500421261,0.14,27.55,27.94,284.0,58.0,0.1,13.35783844,83.86914997675701,21319.0,13.6,128.0,41.0,6.1,34.0,1.5,158.455972,11352973.0,12.8,12.9,0.253,2.8,227.8,191.0,1.43,0.9,9.8176775,64.71782099599137,0.6460259543185409,0.6575662778429399,3.3174543
Nigeria,NGA,2000,47.1427,67.6048124955521,7.93,26.92,27.18,45.0,576.0,9.23,22.48177606,83.86914997675701,212183.0,16.9,943.0,31.0,2.84,29.0,4.9,379.1193264,1223529.0,14.3,14.4,0.0,7.6,182.3,219.0,8.577655464699909,0.6,10.964781,12.600809,0.7916415229119705,0.810254956158016,224.48198
Norway,NOR,2000,78.6916,10.4740973033701,6.63,2.8,2.08,85.0,0.0,5.67,6191.211908,83.86914997675701,0.0,53.3,0.0,91.0,8.27,9.0,0.1,38146.71539,449967.0,0.8,0.7,0.911,17.1,4.9,5.7,11.56,100.0,0.39336288,99.90883,5.695078647564803,13.20752815760872,583.17737
Oman,OMN,2000,73.6428,46.856337239182,0.82,27.49,27.61,138.0,1.0,0.38,62.86657508,99.0,15.0,45.9,1.0,99.0,3.7,99.0,0.1,861.18596,13456563.520530397,7.2,6.9,0.0,10.4,16.4,16.0,8.577655464699909,100.0,1.409406,83.89832,0.1688093526637089,0.4609881683099303,110.92367
Pakistan,PAK,2000,61.9029,59.1634156257704,0.033,21.43,21.38,19.0,385.0,0.02,18.84534312,83.86914997675701,2064.0,16.4,495.0,65.0,2.79,62.0,0.1,533.8624114,138523285.0,22.2,22.6,0.445,5.3,108.1,275.0,4.04,23.8,8.479963,34.82704,0.4120864579560946,0.8363267891706445,483.7543
Panama,PAN,2000,73.4432,19.0802656518594,5.37,25.05,25.44,121.0,2.0,5.58,9.87102142,83.86914997675701,0.0,45.9,2.0,99.0,7.76,98.0,0.2,46.29935,33347.0,2.4,2.3,0.716,12.1,25.6,49.0,9.24,100.0,2.160358,64.71782099599137,0.8765664223596996,1.2854998591958031,67.0678
Papua New Guinea,PNG,2000,61.6091,17.9637498545198,2.18,24.67,24.73,335.0,11.0,0.73,62.56273841,57.0,7135.0,37.5,14.0,51.0,3.98,59.0,1.1,631.9468526,5572222.0,1.6,1.5,0.418,6.2,71.9,432.0,7.790555555555557,5.5,5.3920302,64.71782099599137,0.7330879012778834,0.8418231080940626,15.133191
Paraguay,PRY,2000,70.0259,13.555186049266,5.68,23.59,23.91,172.0,4.0,6.78,273.5758769,83.86914997675701,0.0,39.1,5.0,86.0,8.1,86.0,0.1,1545.626423,5327.0,2.5,2.4,0.625,11.6,33.6,42.0,6.55,48.3,2.7901735,49.83634,2.13649808169254,2.185072022571262,124.69319
Peru,PER,2000,69.821,70.0428740963807,6.03,19.49,19.65,154.0,18.0,4.59,297.5112337,83.86914997675701,1.0,45.4,24.0,93.0,4.83,98.0,0.5,1996.719689,25914879.0,1.4,1.4,0.674,13.5,37.9,183.0,9.05,41.9,2.906107,44.898407,1.6454455176205751,2.016901615655284,147.35915
Philippines,PHL,2000,67.7892,31.5189595125717,5.82,26.23,26.25,219.0,69.0,4.73,11.69704463,7.0,7120.0,17.8,90.0,74.0,3.21,78.0,0.1,138.91977,77991569.0,1.0,9.6,0.618,11.4,36.9,590.0,7.96,37.5,2.8211606,40.57443,0.542745274433465,0.6494585372033583,307.7135
Poland,POL,2000,73.6453,25.7907754089004,9.65,9.46,8.59,153.0,3.0,8.4,412.4323974,99.0,77.0,53.1,4.0,98.0,5.5,98.0,0.1,4492.72764,38258629.0,2.5,2.8,0.777,14.6,9.3,33.0,10.74,100.0,0.80865467,64.71782099599137,8.110240846837018,8.706505512970118,1017.52454
Portugal,PRT,2000,76.8301,13.9602733944466,12.77,15.58,15.74,11.0,1.0,11.89,167.3280168,58.0,45.0,5.1,1.0,96.0,9.14,96.0,0.1,1152.39681,1289898.0,0.8,0.6,0.777,15.5,7.2,47.0,8.41,100.0,0.5506536,93.65894,1.288335392157122,2.657076068648644,294.0285
Qatar,QAT,2000,75.25,88.44531877478,0.94,27.95,28.15,88.0,0.0,0.5,1559.287158,89.0,46.0,62.4,0.0,91.0,2.18,8.0,0.1,29986.2915,13456563.520530397,4.8,4.5,0.808,13.0,12.5,50.0,7.790555555555557,100.0,1.0747067,96.34022,0.2518718498325056,0.4692283736777699,134.84448
Romania,ROU,2000,71.1594,20.4022118211382,19.05,10.53,9.85,175.0,4.0,10.16,152.6368899,98.0,35.0,51.4,5.0,99.0,4.33,99.0,0.1,1668.162731,22442971.0,4.0,4.3,0.703,11.5,21.6,144.0,10.7,100.0,1.802981,81.65202,5.324263216787823,6.380965574344875,420.3319
Russia,RUS,2000,64.9982,20.7488898644786,13.86,-4.38,-4.36,37.0,22.0,10.18,224.4600248,83.86914997675701,4800.0,54.0,26.0,97.0,5.42,96.0,0.2,1771.58662,146596557.0,2.9,3.0,0.709,12.1,19.4,95.0,8.577655464699909,99.9,1.5542424,74.74428,2.723867603138273,3.7385137455812334,7214.0903
Rwanda,RWA,2000,47.7977,31.3781575577386,1.43,19.29,19.31,426.0,34.0,7.13,18.41791804,83.86914997675701,2095.0,13.2,57.0,9.0,4.22,9.0,8.5,216.172747,82573.0,7.6,7.7,0.318,6.6,184.9,96.0,7.790555555555557,0.1,10.936293,64.71782099599137,1.9080329361945847,2.4921185372814483,2.9012215
Samoa,WSM,2000,70.7906,13.1629560185234,4.04,27.64,27.76,18.0,0.0,3.0,21.2543002,89.0,0.0,65.6,0.0,94.0,5.31,95.0,0.1,154.68923,17461.0,0.2,0.2,0.64,12.1,21.2,27.0,8.577655464699909,18.1,1.8076274,60.504856,0.7866796666215612,0.9290894751590286,0.9294912
Sao Tome and Principe,STP,2000,61.2067,24.757084402543,6.74,19.46412393162393,19.46826617826618,224.0,0.0,5.07,0.0,83.86914997675701,0.0,2.7,0.0,87.0,8.86,82.0,1.5,8307.809811306384,13866.0,8.0,8.1,0.488,9.3,82.1,119.0,8.577655464699909,0.3,5.4319725,25.763308,0.634132275120261,0.7409443908617247,0.2920681
Saudi Arabia,SAU,2000,72.6067,54.8209025183056,0.0,25.75,25.98,11.0,10.0,0.05,782.1799815,93.0,0.0,56.2,12.0,95.0,4.24,95.0,0.1,9126.954277,13456563.520530397,7.3,7.4,0.737,11.8,22.1,18.0,7.790555555555557,100.0,1.8798777,64.71782099599137,0.0172887585945197,0.0831998628538788,1334.8796
Senegal,SEN,2000,57.6153,69.3535963097363,0.47,28.59,28.88,25.0,27.0,0.29,5.397368532,83.86914997675701,5839.0,17.5,50.0,49.0,4.63,52.0,0.5,473.45338,988452.0,12.3,12.3,0.378,5.2,129.3,155.0,1.98,34.6,6.7680955,20.02957,0.6455359225726464,0.664233496331737,19.907433
Serbia,SRB,2000,72.3344,31.2656899545238,5.4378089983022075,11.95,11.14,141.0,1.0,7.38,11.85928108,83.86914997675701,38.0,51.2,2.0,98.0,6.53,95.0,0.1,87.1365252,7516346.0,2.8,2.9,0.702,13.0,12.6,137.50734682405846,9.52,57.7,1.0987208,74.34195,4.621762512656622,5.429236572827088,789.5606108685627
Seychelles,SYC,2000,71.3127,10.4591837101084,7.41,26.75,26.89,188.0,0.0,8.24,601.7608115,98.0,0.0,27.1,0.0,98.0,4.62,98.0,0.1,7578.85153,81131.0,6.3,6.7,0.0,12.3,13.8,29.0,8.577655464699909,100.0,1.185466,64.71782099599137,1.063066771483338,1.8598702157063116,3.7609558
Sierra Leone,SLE,2000,44.8341,41.6831849365454,0.22,26.26,26.46,533.0,29.0,3.97,20.39568283,83.86914997675701,3575.0,17.2,48.0,46.0,13.63,44.0,1.2,139.3147734,4564297.0,1.3,1.4,0.292,6.7,223.7,305.0,2.9,0.1,13.834488,5.193293,0.7662082280767005,0.7836744476325438,1.8761117
Singapore,SGP,2000,77.7525,19.7999719213474,2.28,27.55,27.75,78.0,0.0,2.03,1855.828806,97.0,141.0,28.5,0.0,98.0,2.71,98.0,0.1,23792.677,13456563.520530397,2.1,2.0,0.81,12.5,3.8,49.0,7.790555555555557,100.0,0.30132085,100.0,0.0844118526067838,0.3625979755937947,443.01443
Slovakia,SVK,2000,73.1393,21.3868373355091,11.09,9.47,8.59,147.0,0.0,11.06,0.0,98.0,0.0,5.7,1.0,98.0,5.5,99.0,0.1,8307.809811306384,13456563.520530397,1.6,1.7,0.761,13.0,9.6,22.0,7.790555555555557,100.0,0.8096822,92.17964,2.6582471299343227,3.3051708847033803,218.24721
Slovenia,SVN,2000,75.8302,20.7629407401817,12.1,10.39,9.75,122.0,0.0,11.9,161.4473853,83.86914997675701,0.0,51.2,0.0,93.0,8.26,91.0,0.1,1227.73677,1988925.0,2.2,2.3,0.818,14.6,5.4,21.0,7.790555555555557,100.0,0.45490375,91.10523,7.567569801755185,8.680737488577941,78.464615
Solomon Islands,SLB,2000,67.1164,12.7925434315937,0.76,26.0,25.96,235.0,0.0,0.71,4.24926073,81.0,0.0,37.9,0.0,88.0,4.56,86.0,0.1,154.518572,41269.0,1.4,1.4,0.455,7.2,30.7,88.0,8.577655464699909,8.7,2.5643516,64.71782099599137,0.9400662000712284,1.0633147101213505,1.0562664
South Africa,ZAF,2000,58.3678,24.3617741485462,8.96,17.55,17.89,397.0,51.0,7.3,45.96380839,73.0,1459.0,4.1,73.0,71.0,8.7,73.0,21.3,337.2253,44896856.0,16.3,19.1,0.635,13.0,71.1,762.0,7.92,56.3,4.8974056,64.71782099599137,1.3954773942875227,2.9373317460431485,1185.383
Spain,ESP,2000,79.4123,16.0217993612102,11.67,13.91,14.06,86.0,2.0,11.12,1934.398154,77.0,152.0,57.6,2.0,95.0,7.21,95.0,0.1,14676.769,4567864.0,0.6,0.5,0.82,15.7,5.4,23.0,9.65,100.0,0.43523997,99.352005,1.0092975868088478,3.03183746712652,1525.3481
Sri Lanka,LKA,2000,71.1787,26.659822449137,1.88,27.05,27.24,175.0,5.0,1.45,60.4909815,83.86914997675701,16527.0,14.1,6.0,99.0,3.77,99.0,0.1,875.412178,18655.0,15.3,15.5,0.677,12.4,16.3,66.0,10.77,16.4,1.4392781,44.6906,4.199562825044872,5.35781959612397,53.54662
Sudan,SDN,2000,58.9456,55.7364688042335,0.0,27.66,27.83,284.0,71.0,1.76,30.86000992,83.86914997675701,2875.0,39.685781413156974,109.0,62.0,3.23,62.0,0.1,361.35843,2725535.0,4.7444178558997585,4.772889836407936,0.394,5.5,103.4,148.0,3.09,7.4,6.6436334,64.71782099599137,0.1448331147903875,1.1578296189298964,31.099447
Suriname,SUR,2000,64.4089,32.1762435989463,4.74,26.42,26.61,224.0,0.0,4.29,268.1837972,83.86914997675701,0.0,47.6,0.0,7.0,9.65,71.0,0.4,1888.61829,47239.0,3.6,3.6,0.0,11.1,31.1,24.0,8.577655464699909,76.1,2.7360911,51.580395,2.1466055679705125,2.8653658685408545,8.362971
Sweden,SWE,2000,79.7387,9.69526031154178,9.37,3.96,3.1,73.0,0.0,6.2,3689.7273,83.86914997675701,59.0,52.8,0.0,99.0,8.18,99.0,0.1,29283.55,887219.0,1.4,1.3,0.873,15.9,4.1,5.4,11.72,100.0,0.34054992,99.3919,6.220970360064111,8.831392099407866,651.7829
Switzerland,CHE,2000,79.834,16.3078475386111,12.48,6.72,6.4,78.0,0.0,11.26,5834.582046,83.86914997675701,0.0,5.8,0.0,95.0,9.91,93.0,0.1,37813.23426,718425.0,0.7,0.5,0.879,15.1,5.6,9.2,10.14,100.0,0.4684194,96.7,3.7988209609191856,7.096879939705338,364.33627
Syria,SYR,2000,70.8563,22.9716712446942,1.29,18.46,18.8,136.0,10.0,1.41,81.7274712,79.0,146.0,43.9,12.0,86.0,4.92,84.0,0.1,1177.629268,1641848.0,6.8,6.6,0.588,10.0,23.2,39.0,4.79,98.5,1.9629742,64.71782099599137,0.3048223419669432,0.8473342080966915,217.77657
Tajikistan,TJK,2000,63.542,37.0330479373257,0.9,4.0,3.96,198.0,14.0,0.37,8.943006492,83.86914997675701,192.0,31.3,17.0,86.0,4.64,83.0,0.3,138.436633,621625.0,4.2,4.1,0.529,9.6,79.7,219.0,7.790555555555557,36.5,6.7419906,35.99046,2.5919545000747117,2.775049487850049,58.809704
Tanzania,TZA,2000,53.2439,20.2177355377851,11.43,22.81,22.96,457.0,114.0,3.89,0.0,83.86914997675701,14649.0,16.0,181.0,64.0,2.64,79.0,12.8,8307.809811306384,13456563.520530397,8.3,8.3,0.6598513368983958,12.4773440285205,128.4,503.0,7.790555555555557,0.6,7.809082,1.4304467,1.1494131039357145,1.7189502787010102,17.486872
Thailand,THA,2000,71.2053,40.3912275638682,8.61,26.53,26.74,194.0,18.0,5.88,0.27564826,95.0,4074.0,18.7,21.0,97.0,3.4,97.0,0.8,27.564826,6295821.0,9.4,9.7,0.64,10.9,21.8,241.0,6.09,59.1,1.8156116,64.71782099599137,1.5616730055354984,1.711135902952039,741.69116
Togo,TGO,2000,54.577,63.6974345253496,1.5,27.19,27.24,339.0,14.0,1.1,2.02964427,83.86914997675701,3578.0,16.6,22.0,63.0,4.35,64.0,5.1,26.3932935,497367.0,9.4,9.3,0.425,9.3,119.6,52.0,5.05,0.4,7.561496,7.4459686,0.8163181701234096,0.831547375445186,4.6001277
Tonga,TON,2000,69.6349,12.9276032773406,1.46,25.18,25.14,158.0,0.0,1.24,40.49128897,93.0,0.0,65.5,0.0,91.0,4.75,91.0,0.1,263.27236,9882.0,0.1,0.1,0.676,13.7,17.0,27.0,7.790555555555557,34.4,1.4526339,29.241148,0.6768407213408361,0.8104596237416707,0.43816754
Trinidad and Tobago,TTO,2000,68.6288,24.1096411373475,5.01,26.12,26.45,197.0,0.0,4.68,43.59522964,83.86914997675701,0.0,33.6,1.0,9.0,4.17,9.0,0.9,643.947262,1267984.0,6.7,7.2,0.709,11.7,28.8,17.0,9.72,100.0,2.4496856,64.71782099599137,1.885360649573467,2.4327153483160795,115.61168
Tunisia,TUN,2000,72.6043,27.4662896589768,1.63,20.5,20.73,112.0,4.0,1.21,264.7842196,94.0,47.0,48.1,5.0,97.0,5.4,97.0,0.1,2213.91488,9699197.0,6.6,6.5,0.646,12.8,29.2,26.0,6.32,93.6,2.4524693,71.81362,0.1415799787070867,1.464198649153999,89.077736
Turkey,TUR,2000,71.9312,22.4972966388602,2.46,11.29,11.62,143.0,44.0,1.54,421.2956602,71.0,16244.0,53.5,54.0,85.0,4.95,85.0,0.1,4316.553895,6324121.0,5.3,5.2,0.641,10.7,37.4,33.0,8.577655464699909,90.2,3.0681493,64.71782099599137,2.723867603138273,3.7385137455812334,863.5399
Turkmenistan,TKM,2000,64.9315,19.1607858195909,2.63,16.96,16.98,224.0,7.0,2.9,88.2436347,83.86914997675701,113.0,37.5,9.0,98.0,3.94,97.0,0.1,643.17518,4516131.0,3.6,3.6,0.0,0.0,69.7,112.0,8.577655464699909,99.4,5.711724,66.66759,3.4801809094483387,3.921072990894062,129.93735
Uganda,UGA,2000,49.6397,33.2213088306491,17.79,23.22,23.24,554.0,116.0,10.47,22.59447461,83.86914997675701,42554.0,13.0,191.0,55.0,6.77,52.0,11.6,257.63369,2439274.0,7.0,7.0,0.382,9.8,145.6,276.0,4.56,0.9,8.701053,2.296263,1.1433968240064265,1.532468164781627,10.351615
